iata,icao,airport_name,city,country,lat,lon,tz
ILR,DNIL,Ilorin International Airport,Ilorin,Nigeria,8.440210342407227,4.493919849395752,Africa/Lagos
JOS,DNJO,Yakubu Gowon Airport,Jos,Nigeria,9.639829635620117,8.869050025939941,Africa/Lagos
KAD,DNKA,Kaduna Airport,Kaduna,Nigeria,10.696000099182129,7.320109844207764,Africa/Lagos
KAN,DNKN,Mallam Aminu International Airport,Kano,Nigeria,12.0476,8.52462,Africa/Lagos
MIU,DNMA,Maiduguri International Airport,Maiduguri,Nigeria,11.855299949645996,13.080900192260742,Africa/Lagos
MDI,DNMK,Makurdi Airport,Makurdi,Nigeria,7.70388,8.61394,Africa/Lagos
LOS,DNMM,Murtala Muhammed International Airport,Lagos,Nigeria,6.5773701667785645,3.321160078048706,Africa/Lagos
MXJ,DNMN,Minna Airport,Minna,Nigeria,9.652170181274414,6.462259769439697,Africa/Lagos
PHC,DNPO,Port Harcourt International Airport,Port Hartcourt,Nigeria,5.0154900550842285,6.94959020614624,Africa/Lagos
SKO,DNSO,Sadiq Abubakar III International Airport,Sokoto,Nigeria,12.916299819946289,5.207190036773682,Africa/Lagos
YOL,DNYO,Yola Airport,Yola,Nigeria,9.257550239562988,12.430399894714355,Africa/Lagos
ZAR,DNZA,Zaria Airport,Zaria,Nigeria,11.1302,7.68581,Africa/Lagos
MFQ,DRRM,Maradi Airport,Maradi,Niger,13.5024995803833,7.1267499923706055,Africa/Niamey
NIM,DRRN,Diori Hamani International Airport,Niamey,Niger,13.4815,2.18361,Africa/Niamey
THZ,DRRT,Tahoua Airport,Tahoua,Niger,14.875699996948242,5.265359878540039,Africa/Niamey
AJY,DRZA,Mano Dayak International Airport,Agadez,Niger,16.965999603271484,8.000109672546387,Africa/Niamey
ZND,DRZR,Zinder Airport,Zinder,Niger,13.779000282287598,8.983759880065918,Africa/Niamey
MIR,DTMB,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,35.75809860229492,10.75469970703125,Africa/Tunis
TUN,DTTA,Tunis Carthage International Airport,Tunis,Tunisia,36.85100173950195,10.22719955444336,Africa/Tunis
GAF,DTTF,Gafsa Ksar International Airport,Gafsa,Tunisia,34.422000885009766,8.822500228881836,Africa/Tunis
GAE,DTTG,Gabès Matmata International Airport,Gabes,Tunisia,33.87689971923828,10.103300094604492,Africa/Tunis
DJE,DTTJ,Djerba Zarzis International Airport,Djerba,Tunisia,33.875,10.775500297546387,Africa/Tunis
EBM,DTTR,El Borma Airport,El Borma,Tunisia,31.704299926757812,9.254619598388672,Africa/Tunis
SFA,DTTX,Sfax Thyna International Airport,Sfax,Tunisia,34.71799850463867,10.690999984741211,Africa/Tunis
TOE,DTTZ,Tozeur Nefta International Airport,Tozeur,Tunisia,33.939701080322266,8.110560417175293,Africa/Tunis
LRL,DXNG,Niamtougou International Airport,Niatougou,Togo,9.767330169677734,1.091249942779541,Africa/Lome
LFW,DXXX,Lomé-Tokoin Airport,Lome,Togo,6.165609836578369,1.2545100450515747,Africa/Lome
ANR,EBAW,Antwerp International Airport (Deurne),Antwerp,Belgium,51.1893997192,4.46027994156,Europe/Brussels
BRU,EBBR,Brussels Airport,Brussels,Belgium,50.901401519800004,4.48443984985,Europe/Brussels
CRL,EBCI,Brussels South Charleroi Airport,Charleroi,Belgium,50.459202,4.45382,Europe/Brussels
KJK,EBKT,Wevelgem Airport,Kortrijk-vevelgem,Belgium,50.817199707,3.20472002029,Europe/Brussels
LGG,EBLG,Liège Airport,Liege,Belgium,50.63740158081055,5.443220138549805,Europe/Brussels
OST,EBOS,Ostend-Bruges International Airport,Ostend,Belgium,51.198898315399994,2.8622200489,Europe/Brussels
OBL,EBZR,Zoersel (Oostmalle) Airfield,Zoersel,Belgium,51.264702,4.75333,Europe/Brussels
AOC,EDAC,Altenburg-Nobitz Airport,Altenburg,Germany,50.981945,12.506389,Europe/Berlin
IES,EDAU,Riesa-Göhlis Airport,Riesa,Germany,51.2936096191,13.3561105728,Europe/Berlin
REB,EDAX,Rechlin-Lärz Airport,Rechlin-laerz,Germany,53.306388855,12.7522220612,Europe/Berlin
QXH,EDAZ,Schönhagen Airport,Schoenhagen,Germany,52.203609,13.156389,Europe/Berlin
BBH,EDBH,Barth Airport,Barth,Germany,54.338253,12.710515,Europe/Berlin
ZMG,EDBM,"Magdeburg ""City"" Airport",Magdeburg,Germany,52.073612,11.626389,Europe/Berlin
CBU,EDCD,Cottbus-Drewitz Airport,Cottbus,Germany,51.889442,14.531944,Europe/Berlin
SXF,EDDB,Berlin-Schönefeld Airport,Berlin,Germany,52.380001,13.5225,Europe/Berlin
DRS,EDDC,Dresden Airport,Dresden,Germany,51.1328010559082,13.767200469970703,Europe/Berlin
ERF,EDDE,Erfurt Airport,Erfurt,Germany,50.979801177978516,10.958100318908691,Europe/Berlin
FRA,EDDF,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,Europe/Berlin
FMO,EDDG,Münster Osnabrück Airport,Munster,Germany,52.134601593,7.68483018875,Europe/Berlin
HAM,EDDH,Hamburg Airport,Hamburg,Germany,53.630401611328,9.9882297515869,Europe/Berlin
THF,EDDI,Berlin-Tempelhof International Airport,Berlin,Germany,52.472999572753906,13.403900146484375,Europe/Berlin
CGN,EDDK,Cologne Bonn Airport,Cologne,Germany,50.8658981323,7.1427397728,Europe/Berlin
DUS,EDDL,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,Europe/Berlin
MUC,EDDM,Munich Airport,Munich,Germany,48.353802,11.7861,Europe/Berlin
NUE,EDDN,Nuremberg Airport,Nuernberg,Germany,49.498699,11.078056,Europe/Berlin
LEJ,EDDP,Leipzig/Halle Airport,Leipzig,Germany,51.423889,12.236389,Europe/Berlin
SCN,EDDR,Saarbrücken Airport,Saarbruecken,Germany,49.214599609400004,7.10950994492,Europe/Berlin
STR,EDDS,Stuttgart Airport,Stuttgart,Germany,48.689899444599995,9.22196006775,Europe/Berlin
TXL,EDDT,Berlin-Tegel Airport,Berlin,Germany,52.5597,13.2877,Europe/Berlin
HAJ,EDDV,Hannover Airport,Hannover,Germany,52.461101532,9.685079574580001,Europe/Berlin
BRE,EDDW,Bremen Airport,Bremen,Germany,53.0475006104,8.78666973114,Europe/Berlin
QEF,EDFE,Frankfurt-Egelsbach Airport,Egelsbach,Germany,49.959999,8.645833,Europe/Berlin
HHN,EDFH,Frankfurt-Hahn Airport,Hahn,Germany,49.9487,7.26389,Europe/Berlin
MHG,EDFM,Mannheim-City Airport,Mannheim,Germany,49.473057,8.514167,Europe/Berlin
EIB,EDGE,Eisenach-Kindel Airport,Eisenach,Germany,50.991604,10.47973,Europe/Berlin
SGE,EDGS,Siegerland Airport,Siegerland,Germany,50.707698822021484,8.082969665527344,Europe/Berlin
XFW,EDHI,Hamburg-Finkenwerder Airport,Hamburg,Germany,53.5352783203125,9.835556030273438,Europe/Berlin
KEL,EDHK,Kiel-Holtenau Airport,Kiel,Germany,54.37944412231445,10.145277976989746,Europe/Berlin
LBC,EDHL,Lübeck Blankensee Airport,Luebeck,Germany,53.8054008484,10.7192001343,Europe/Berlin
ESS,EDLE,Essen Mulheim Airport,Essen,Germany,51.40230178833008,6.9373297691345215,Europe/Berlin
BFE,EDLI,Bielefeld Airport,Bielefeld,Germany,51.964722,8.544444,Europe/Berlin
MGL,EDLN,Mönchengladbach Airport,Moenchengladbach,Germany,51.230278,6.504444,Europe/Berlin
PAD,EDLP,Paderborn Lippstadt Airport,Paderborn,Germany,51.614101409899995,8.616319656369999,Europe/Berlin
DTM,EDLW,Dortmund Airport,Dortmund,Germany,51.51829910279999,7.61223983765,Europe/Berlin
AGB,EDMA,Augsburg Airport,Augsburg,Germany,48.425278,10.931667,Europe/Berlin
OBF,EDMO,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,48.081402,11.2831,Europe/Berlin
RBM,EDMS,Straubing Airport,Straubing,Germany,48.90083312988281,12.516667366027832,Europe/Berlin
FDH,EDNY,Friedrichshafen Airport,Friedrichshafen,Germany,47.671298980699994,9.51148986816,Europe/Berlin
SZW,EDOP,Schwerin Parchim Airport,Parchim,Germany,53.426998,11.7834,Europe/Berlin
BYU,EDQD,Bayreuth Airport,Bayreuth,Germany,49.985001,11.64,Europe/Berlin
URD,EDQE,Burg Feuerstein Airport,Burg Feuerstein,Germany,49.794166564941,11.133610725403,Europe/Berlin
HOQ,EDQM,Hof-Plauen Airport,Hof,Germany,50.288612365722656,11.856389045715332,Europe/Berlin
ZQW,EDRZ,Zweibrücken Airport,Zweibruecken,Germany,49.2094,7.40056,Europe/Berlin
ZQL,EDTD,Donaueschingen-Villingen Airport,Donaueschingen,Germany,47.97333145139999,8.52222156525,Europe/Berlin
BWE,EDVE,Braunschweig-Wolfsburg Airport,Braunschweig,Germany,52.319199,10.5561,Europe/Berlin
KSF,EDVK,Kassel-Calden Airport,Kassel,Germany,51.417273,9.384967,Europe/Berlin
BRV,EDWB,Bremerhaven Airport,Bremerhaven,Germany,53.506943,8.572778,Europe/Berlin
EME,EDWE,Emden Airport,Emden,Germany,53.391109,7.2275,Europe/Berlin
WVN,EDWI,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,53.502220153808594,8.05222225189209,Europe/Berlin
BMK,EDWR,Borkum Airport,Borkum,Germany,53.59639,6.709167,Europe/Berlin
NRD,EDWY,Norderney Airport,Norderney,Germany,53.70694351196289,7.230000019073486,Europe/Berlin
FLF,EDXF,Flensburg-Schäferhaus Airport,Flensburg,Germany,54.77333450317383,9.378889083862305,Europe/Berlin
GWT,EDXW,Westerland Sylt Airport,Westerland,Germany,54.9132003784,8.34047031403,Europe/Berlin
KDL,EEKA,Kärdla Airport,Kardla,Estonia,58.99079895019531,22.830699920654297,Europe/Tallinn
URE,EEKE,Kuressaare Airport,Kuressaare,Estonia,58.22990036010742,22.50950050354004,Europe/Tallinn
EPU,EEPU,Pärnu Airport,Parnu,Estonia,58.41899871826172,24.47279930114746,Europe/Tallinn
TLL,EETN,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,59.41329956049999,24.832799911499997,Europe/Tallinn
TAY,EETU,Tartu Airport,Tartu,Estonia,58.3074989319,26.690399169900004,Europe/Tallinn
ENF,EFET,Enontekio Airport,Enontekio,Finland,68.362602233887,23.424299240112,Europe/Helsinki
KEV,EFHA,Halli Airport,Halli,Finland,61.856039,24.786686,Europe/Helsinki
HEM,EFHF,Helsinki Malmi Airport,Helsinki,Finland,60.254600524902344,25.042800903320312,Europe/Helsinki
HEL,EFHK,Helsinki Vantaa Airport,Helsinki,Finland,60.317199707031,24.963300704956,Europe/Helsinki
HYV,EFHV,Hyvinkää Airfield,Hyvinkaa,Finland,60.6543998718,24.8810997009,Europe/Helsinki
KTQ,EFIT,Kitee Airport,Kitee,Finland,62.1661,30.073601,Europe/Helsinki
IVL,EFIV,Ivalo Airport,Ivalo,Finland,68.607299804688,27.405300140381,Europe/Helsinki
JOE,EFJO,Joensuu Airport,Joensuu,Finland,62.662899017334,29.607500076294,Europe/Helsinki
JYV,EFJY,Jyvaskyla Airport,Jyvaskyla,Finland,62.399501800537,25.678300857544,Europe/Helsinki
KAU,EFKA,Kauhava Airport,Kauhava,Finland,63.127102,23.051399,Europe/Helsinki
KEM,EFKE,Kemi-Tornio Airport,Kemi,Finland,65.778701782227,24.582099914551,Europe/Helsinki
KAJ,EFKI,Kajaani Airport,Kajaani,Finland,64.285499572754,27.692399978638,Europe/Helsinki
KHJ,EFKJ,Kauhajoki Airport,Kauhajoki,Finland,62.4625015259,22.3931007385,Europe/Helsinki
KOK,EFKK,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,63.721199035645,23.143100738525,Europe/Helsinki
KAO,EFKS,Kuusamo Airport,Kuusamo,Finland,65.987602233887,29.239400863647,Europe/Helsinki
KTT,EFKT,Kittilä Airport,Kittila,Finland,67.700996398926,24.846799850464,Europe/Helsinki
KUO,EFKU,Kuopio Airport,Kuopio,Finland,63.007099151611,27.797800064087,Europe/Helsinki
QLF,EFLA,Lahti Vesivehmaa Airport,Vesivehmaa,Finland,61.144199,25.693501,Europe/Helsinki
LPP,EFLP,Lappeenranta Airport,Lappeenranta,Finland,61.044601,28.144743,Europe/Helsinki
MHQ,EFMA,Mariehamn Airport,Mariehamn,Finland,60.122200012207,19.898199081421,Europe/Mariehamn
MIK,EFMI,Mikkeli Airport,Mikkeli,Finland,61.6866,27.201799,Europe/Helsinki
OUL,EFOU,Oulu Airport,Oulu,Finland,64.930099487305,25.354600906372,Europe/Helsinki
POR,EFPO,Pori Airport,Pori,Finland,61.461700439453,21.799999237061,Europe/Helsinki
RVN,EFRO,Rovaniemi Airport,Rovaniemi,Finland,66.564796447754,25.830400466919,Europe/Helsinki
SVL,EFSA,Savonlinna Airport,Savonlinna,Finland,61.943099975586,28.945100784302,Europe/Helsinki
SOT,EFSO,Sodankyla Airport,Sodankyla,Finland,67.3949966431,26.6191005707,Europe/Helsinki
TMP,EFTP,Tampere-Pirkkala Airport,Tampere,Finland,61.414100646973,23.604400634766,Europe/Helsinki
TKU,EFTU,Turku Airport,Turku,Finland,60.514099121094,22.262800216675,Europe/Helsinki
UTI,EFUT,Utti Air Base,Utti,Finland,60.89640045166,26.938400268555,Europe/Helsinki
VAA,EFVA,Vaasa Airport,Vaasa,Finland,63.050701141357,21.762199401855,Europe/Helsinki
VRK,EFVR,Varkaus Airport,Varkaus,Finland,62.171100616455,27.868600845337,Europe/Helsinki
YLI,EFYL,Ylivieska Airfield,Ylivieska-raudaskyla,Finland,64.0547222,24.7252778,Europe/Helsinki
BFS,EGAA,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.2158298492399995,Europe/London
ENK,EGAB,St Angelo Airport,Enniskillen,United Kingdom,54.39889907836914,-7.651669979095459,Europe/London
BHD,EGAC,George Best Belfast City Airport,Belfast,United Kingdom,54.618099212646484,-5.872499942779541,Europe/London
LDY,EGAE,City of Derry Airport,Londonderry,United Kingdom,55.04280090332031,-7.161109924316406,Europe/London
BHX,EGBB,Birmingham International Airport,Birmingham,United Kingdom,52.453899383499994,-1.74802994728,Europe/London
CVT,EGBE,Coventry Airport,Coventry,United Kingdom,52.3697013855,-1.4797199964499999,Europe/London
GLO,EGBJ,Gloucestershire Airport,Golouchestershire,United Kingdom,51.89419937133789,-2.167220115661621,Europe/London
GBA,EGBP,Cotswold Airport,Pailton,United Kingdom,51.668095,-2.05694,Europe/London
MAN,EGCC,Manchester Airport,Manchester,United Kingdom,53.35369873046875,-2.2749500274658203,Europe/London
NQY,EGHQ,Newquay Cornwall Airport,Newquai,United Kingdom,50.44060134887695,-4.995409965515137,Europe/London
LYE,EGDL,RAF Lyneham,Lyneham,United Kingdom,51.5051,-1.99343,Europe/London
YEO,EGDY,RNAS Yeovilton,Yeovilton,United Kingdom,51.0093994140625,-2.638819932937622,Europe/London
HAW,EGFE,Haverfordwest Airport,Haverfordwest,United Kingdom,51.833099365234375,-4.9611101150512695,Europe/London
CWL,EGFF,Cardiff International Airport,Cardiff,United Kingdom,51.39670181274414,-3.343329906463623,Europe/London
SWS,EGFH,Swansea Airport,Swansea,United Kingdom,51.60530090332031,-4.0678300857543945,Europe/London
BRS,EGGD,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909,Europe/London
LPL,EGGP,Liverpool John Lennon Airport,Liverpool,United Kingdom,53.33359909057617,-2.849720001220703,Europe/London
LTN,EGGW,London Luton Airport,London,United Kingdom,51.874698638916016,-0.36833301186561584,Europe/London
PLH,EGHD,Plymouth City Airport,Plymouth,United Kingdom,50.422798,-4.10583,Europe/London
BOH,EGHH,Bournemouth Airport,Bournemouth,United Kingdom,50.779998779296875,-1.8424999713897705,Europe/London
SOU,EGHI,Southampton Airport,Southampton,United Kingdom,50.95029830932617,-1.3567999601364136,Europe/London
QLA,EGHL,Lasham Airport,Lasham,United Kingdom,51.187198638916016,-1.0334999561309814,Europe/London
ACI,EGJA,Alderney Airport,Alderney,Guernsey,49.706104,-2.21472,Europe/Guernsey
GCI,EGJB,Guernsey Airport,Guernsey,Guernsey,49.435001373291016,-2.6019699573516846,Europe/Guernsey
JER,EGJJ,Jersey Airport,Jersey,Jersey,49.20790100097656,-2.195509910583496,Europe/Jersey
ESH,EGKA,Shoreham Airport,Shoreham By Sea,United Kingdom,50.835602,-0.297222,Europe/London
BQH,EGKB,London Biggin Hill Airport,Biggin Hill,United Kingdom,51.33079910279999,0.0324999988079,Europe/London
LGW,EGKK,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278,Europe/London
LCY,EGLC,London City Airport,London,United Kingdom,51.505299,0.055278,Europe/London
FAB,EGLF,Farnborough Airport,Farnborough,United Kingdom,51.2757987976,-0.776332974434,Europe/London
BBS,EGLK,Blackbushe Airport,Blackbushe,United Kingdom,51.32389831542969,-0.8475000262260437,Europe/London
LHR,EGLL,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,Europe/London
SEN,EGMC,Southend Airport,Southend,United Kingdom,51.5713996887207,0.6955559849739075,Europe/London
LYX,EGMD,Lydd Airport,Lydd,United Kingdom,50.95610046386719,0.9391670227050781,Europe/London
MSE,EGMH,Kent International Airport,Manston,United Kingdom,51.342201,1.34611,Europe/London
CAX,EGNC,Carlisle Airport,Carlisle,United Kingdom,54.9375,-2.8091700077056885,Europe/London
BLK,EGNH,Blackpool International Airport,Blackpool,United Kingdom,53.77170181274414,-3.0286099910736084,Europe/London
HUY,EGNJ,Humberside Airport,Humberside,United Kingdom,53.57440185546875,-0.350832998752594,Europe/London
BWF,EGNL,Barrow Walney Island Airport,Barrow Island,United Kingdom,54.1286111,-3.2675,Europe/London
LBA,EGNM,Leeds Bradford Airport,Leeds,United Kingdom,53.86589813232422,-1.6605700254440308,Europe/London
WRT,EGNO,Warton Airport,Warton,United Kingdom,53.745098,-2.88306,Europe/London
CEG,EGNR,Hawarden Airport,Hawarden,United Kingdom,53.1781005859375,-2.9777801036834717,Europe/London
IOM,EGNS,Isle of Man Airport,Isle Of Man,Isle of Man,54.08330154418945,-4.623889923095703,Europe/Isle_of_Man
NCL,EGNT,Newcastle Airport,Newcastle,United Kingdom,55.037498474121094,-1.6916699409484863,Europe/London
MME,EGNV,Durham Tees Valley Airport,Teesside,United Kingdom,54.50920104980469,-1.4294099807739258,Europe/London
EMA,EGNX,East Midlands Airport,East Midlands,United Kingdom,52.8311004639,-1.32806003094,Europe/London
KOI,EGPA,Kirkwall Airport,Kirkwall,United Kingdom,58.957801818847656,-2.9049999713897705,Europe/London
LSI,EGPB,Sumburgh Airport,Sumburgh,United Kingdom,59.87889862060547,-1.2955600023269653,Europe/London
WIC,EGPC,Wick Airport,Wick,United Kingdom,58.458900451660156,-3.09306001663208,Europe/London
ABZ,EGPD,Aberdeen Dyce Airport,Aberdeen,United Kingdom,57.201900482177734,-2.197779893875122,Europe/London
INV,EGPE,Inverness Airport,Inverness,United Kingdom,57.54249954223633,-4.047500133514404,Europe/London
GLA,EGPF,Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.43306016922,Europe/London
EDI,EGPH,Edinburgh Airport,Edinburgh,United Kingdom,55.95000076293945,-3.372499942779541,Europe/London
ILY,EGPI,Islay Airport,Islay,United Kingdom,55.68190002441406,-6.256669998168945,Europe/London
PIK,EGPK,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875,Europe/London
BEB,EGPL,Benbecula Airport,Benbecula,United Kingdom,57.48109817504883,-7.3627800941467285,Europe/London
SCS,EGPM,Scatsta Airport,Scatsta,United Kingdom,60.43280029296875,-1.2961100339889526,Europe/London
DND,EGPN,Dundee Airport,Dundee,United Kingdom,56.45249938964844,-3.025830030441284,Europe/London
SYY,EGPO,Stornoway Airport,Stornoway,United Kingdom,58.215599060058594,-6.331110000610352,Europe/London
TRE,EGPU,Tiree Airport,Tiree,United Kingdom,56.49919891357422,-6.869170188903809,Europe/London
ADX,EGQL,RAF Leuchars,Leuchars,United Kingdom,56.37289810180664,-2.8684399127960205,Europe/London
LMO,EGQS,RAF Lossiemouth,Lossiemouth,United Kingdom,57.7052001953125,-3.339169979095459,Europe/London
CBG,EGSC,Cambridge Airport,Cambridge,United Kingdom,52.205002,0.175,Europe/London
NWI,EGSH,Norwich International Airport,Norwich,United Kingdom,52.6758003235,1.28278005123,Europe/London
STN,EGSS,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404,Europe/London
EXT,EGTE,Exeter International Airport,Exeter,United Kingdom,50.73440170288086,-3.4138898849487305,Europe/London
FZO,EGTG,Bristol Filton Airport,Bristol,United Kingdom,51.5194015503,-2.59083008766,Europe/London
OXF,EGTK,Oxford (Kidlington) Airport,Oxford,United Kingdom,51.8368988037,-1.32000005245,Europe/London
BEX,EGUB,RAF Benson,Benson,United Kingdom,51.616401672399995,-1.09582996368,Europe/London
LKZ,EGUL,RAF Lakenheath,Lakenheath,United Kingdom,52.409301757799994,0.56099998951,Europe/London
MHZ,EGUN,RAF Mildenhall,Mildenhall,United Kingdom,52.361900329589844,0.48640599846839905,Europe/London
QUY,EGUY,RAF Wyton,Wyton,United Kingdom,52.3572006226,-0.107832998037,Europe/London
FFD,EGVA,RAF Fairford,Fairford,United Kingdom,51.6822013855,-1.7900300025900002,Europe/London
BZZ,EGVN,RAF Brize Norton,Brize Norton,United Kingdom,51.75,-1.58362,Europe/London
ODH,EGVO,RAF Odiham,Odiham,United Kingdom,51.2341003418,-0.94282501936,Europe/London
NHT,EGWU,RAF Northolt,Northolt,United Kingdom,51.553001403799996,-0.418166995049,Europe/London
QCY,EGXC,RAF Coningsby,Coningsby,United Kingdom,53.0929985046,-0.166014000773,Europe/London
BEQ,EGXH,RAF Honington,Honington,United Kingdom,52.34260177612305,0.7729390263557434,Europe/London
SQZ,EGXP,RAF Scampton,Scampton,United Kingdom,53.307800293,-0.550832986832,Europe/London
HRT,EGXU,RAF Linton-On-Ouse,Linton-on-ouse,United Kingdom,54.0489006042,-1.2527500391,Europe/London
WTN,EGXW,RAF Waddington,Waddington,United Kingdom,53.1661987305,-0.523810982704,Europe/London
KNF,EGYM,RAF Marham,Marham,United Kingdom,52.648395,0.550692,Europe/London
MPN,EGYP,Mount Pleasant Airport,Mount Pleasant,Falkland Islands,-51.82279968261719,-58.447200775146484,Atlantic/Stanley
AMS,EHAM,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Europe/Amsterdam
