iata,icao,airport_name,city,country,lat,lon,tz
KHY,OITK,Khoy Airport,Khoy,Iran,38.4275016784668,44.97359848022461,Asia/Tehran
TBZ,OITT,Tabriz International Airport,Tabriz,Iran,38.1338996887207,46.23500061035156,Asia/Tehran
JWN,OITZ,Zanjan Airport,Zanjan,Iran,36.7737007141,48.3594017029,Asia/Tehran
AZD,OIYY,Shahid Sadooghi Airport,Yazd,Iran,31.9048995972,54.2765007019,Asia/Tehran
ACZ,OIZB,Zabol Airport,Zabol,Iran,31.09830093383789,61.54389953613281,Asia/Tehran
ZBR,OIZC,Konarak Airport,Chah Bahar,Iran,25.443300247199996,60.3820991516,Asia/Tehran
ZAH,OIZH,Zahedan International Airport,Zahedan,Iran,29.47570037841797,60.90620040893555,Asia/Tehran
IHR,OIZI,Iran Shahr Airport,Iran Shahr,Iran,27.2360992432,60.7200012207,Asia/Tehran
AMM,OJAI,Queen Alia International Airport,Amman,Jordan,31.7226009369,35.9931983948,Asia/Amman
ADJ,OJAM,Amman-Marka International Airport,Amman,Jordan,31.972700119018555,35.991600036621094,Asia/Amman
AQJ,OJAQ,Aqaba King Hussein International Airport,Aqaba,Jordan,29.611600875854492,35.01810073852539,Asia/Amman
OMF,OJMF,King Hussein Air College,Mafraq,Jordan,32.3564,36.259201,Asia/Amman
KWI,OKBK,Kuwait International Airport,Kuwait,Kuwait,29.226600646972656,47.96889877319336,Asia/Kuwait
BEY,OLBA,Beirut Rafic Hariri International Airport,Beirut,Lebanon,33.820899963378906,35.488399505615234,Asia/Beirut
KYE,OLKA,Rene Mouawad Air Base,Kleiat,Lebanon,34.589298248291016,36.01129913330078,Asia/Beirut
AUH,OMAA,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.433000564575195,54.651100158691406,Asia/Dubai
AZI,OMAD,Bateen Airport,Abu Dhabi,United Arab Emirates,24.428300857543945,54.458099365234375,Asia/Dubai
DHF,OMAM,Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,24.248199462900004,54.547698974599996,Asia/Dubai
DXB,OMDB,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563,Asia/Dubai
FJR,OMFJ,Fujairah International Airport,Fujeirah,United Arab Emirates,25.112199783325195,56.32400131225586,Asia/Dubai
RKT,OMRK,Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,25.613500595092773,55.93880081176758,Asia/Dubai
SHJ,OMSJ,Sharjah International Airport,Sharjah,United Arab Emirates,25.32859992980957,55.5172004699707,Asia/Dubai
KHS,OOKB,Khasab Air Base,Khasab,Oman,26.17099952697754,56.2406005859375,Asia/Muscat
MSH,OOMA,Masirah Air Base,Masirah,Oman,20.675399780273438,58.890499114990234,Asia/Muscat
MCT,OOMS,Muscat International Airport,Muscat,Oman,23.593299865722656,58.284400939941406,Asia/Muscat
SLL,OOSA,Salalah Airport,Salalah,Oman,17.038700103759766,54.09130096435547,Asia/Muscat
TTH,OOTH,Thumrait Air Base,Thumrait,Oman,17.666000366210938,54.024600982666016,Asia/Muscat
BHW,OPBG,Bhagatanwala Airport,Bhagtanwala,Pakistan,32.056098938,72.94840240479999,Asia/Karachi
LYP,OPFA,Faisalabad International Airport,Faisalabad,Pakistan,31.364999771118164,72.99479675292969,Asia/Karachi
GWD,OPGD,Gwadar International Airport,Gwadar,Pakistan,25.233299255371094,62.329498291015625,Asia/Karachi
GIL,OPGT,Gilgit Airport,Gilgit,Pakistan,35.918800354003906,74.33360290527344,Asia/Karachi
JAG,OPJA,Shahbaz Air Base,Jacobsbad,Pakistan,28.28420066833496,68.44969940185547,Asia/Karachi
KHI,OPKC,Jinnah International Airport,Karachi,Pakistan,24.9065,67.160797,Asia/Karachi
LHE,OPLA,Alama Iqbal International Airport,Lahore,Pakistan,31.5216007232666,74.40360260009766,Asia/Karachi
XJM,OPMA,Mangla Airport,Mangla,Pakistan,33.05009841918945,73.63839721679688,Asia/Karachi
MFG,OPMF,Muzaffarabad Airport,Muzaffarabad,Pakistan,34.3390007019043,73.50859832763672,Asia/Karachi
MWD,OPMI,Mianwali Air Base,Mianwali,Pakistan,32.5630989074707,71.5707015991211,Asia/Karachi
MJD,OPMJ,Moenjodaro Airport,Moenjodaro,Pakistan,27.3351993560791,68.14309692382812,Asia/Karachi
MUX,OPMT,Multan International Airport,Multan,Pakistan,30.20319938659668,71.41909790039062,Asia/Karachi
WNS,OPNH,Shaheed Benazirabad Airport,Nawabshah,Pakistan,26.2194,68.390099,Asia/Karachi
PJG,OPPG,Panjgur Airport,Panjgur,Pakistan,26.954500198364258,64.13249969482422,Asia/Karachi
PSI,OPPI,Pasni Airport,Pasni,Pakistan,25.29050064086914,63.34510040283203,Asia/Karachi
PEW,OPPS,Peshawar International Airport,Peshawar,Pakistan,33.993900299072266,71.51460266113281,Asia/Karachi
UET,OPQT,Quetta International Airport,Quetta,Pakistan,30.251399993896484,66.93779754638672,Asia/Karachi
RYK,OPRK,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,28.383899688720703,70.27960205078125,Asia/Karachi
RAZ,OPRT,Rawalakot Airport,Rawala Kot,Pakistan,33.849700927734375,73.79810333251953,Asia/Karachi
SKZ,OPSK,Sukkur Airport,Sukkur,Pakistan,27.722000122070312,68.79170227050781,Asia/Karachi
SDT,OPSS,Saidu Sharif Airport,Saidu Sharif,Pakistan,34.8135986328125,72.35279846191406,Asia/Karachi
SUL,OPSU,Sui Airport,Sui,Pakistan,28.645099639892578,69.1769027709961,Asia/Karachi
BDN,OPTH,Talhar Airport,Talhar,Pakistan,24.84149932861328,68.8384017944336,Asia/Karachi
WAF,OPWN,Wana Airport,Wana,Pakistan,32.3046989440918,69.57039642333984,Asia/Karachi
PZH,OPZB,Zhob Airport,Zhob,Pakistan,31.358400344848633,69.4636001586914,Asia/Karachi
BSR,ORMM,Basrah International Airport,Basrah,Iraq,30.549100875854492,47.66210174560547,Asia/Baghdad
ALP,OSAP,Aleppo International Airport,Aleppo,Syria,36.18069839477539,37.22439956665039,Asia/Damascus
DAM,OSDI,Damascus International Airport,Damascus,Syria,33.4114990234375,36.51559829711914,Asia/Damascus
DEZ,OSDZ,Deir ez-Zor Air Base,Deire Zor,Syria,35.2854,40.175999,Asia/Damascus
LTK,OSLK,Bassel Al-Assad International Airport,Latakia,Syria,35.401100158691406,35.948699951171875,Asia/Damascus
PMS,OSPR,Palmyra Airport,Palmyra,Syria,34.5574,38.316898,Asia/Damascus
DIA,OTBD,Doha International Airport,Doha,Qatar,25.261101,51.565102,Asia/Qatar
CIS,PCIS,Canton Island Airport,Canton Island,Kiribati,-2.7681200504300003,-171.710006714,Pacific/Enderbury
ROP,PGRO,Rota International Airport,Rota,Northern Mariana Islands,14.174300193786621,145.2429962158203,Pacific/Saipan
SPN,PGSN,Saipan International Airport,Saipan,Northern Mariana Islands,15.119,145.729004,Pacific/Saipan
UAM,PGUA,Andersen Air Force Base,Andersen,Guam,13.584,144.929998,Pacific/Guam
GUM,PGUM,Antonio B. Won Pat International Airport,Agana,Guam,13.4834003448,144.796005249,Pacific/Guam
TIQ,PGWT,Tinian International Airport,West Tinian,Northern Mariana Islands,14.999199867248535,145.61900329589844,Pacific/Saipan
MAJ,PKMJ,Marshall Islands International Airport,Majuro,Marshall Islands,7.064760208129883,171.27200317382812,Pacific/Majuro
KWA,PKWA,Bucholz Army Air Field,Kwajalein,Marshall Islands,8.720120429992676,167.73199462890625,Pacific/Majuro
CXI,PLCH,Cassidy International Airport,Kiritimati,Kiribati,1.9861600399017334,-157.35000610351562,
MDY,PMDY,Henderson Field,Midway,Midway Islands,28.20170021057129,-177.38099670410156,Pacific/Midway
TKK,PTKK,Chuuk International Airport,Chuuk,Micronesia,7.461870193481445,151.84300231933594,Pacific/Truk
PNI,PTPN,Pohnpei International Airport,Pohnpei,Micronesia,6.985099792480469,158.20899963378906,Pacific/Ponape
ROR,PTRO,Babelthuap Airport,Babelthuap,Palau,7.36731,134.544236,Pacific/Palau
KSA,PTSA,Kosrae International Airport,Kosrae,Micronesia,5.35698,162.957993,Pacific/Kosrae
YAP,PTYA,Yap International Airport,Yap,Micronesia,9.49891,138.082993,Pacific/Truk
KNH,RCBS,Kinmen Airport,Kinmen,Taiwan,24.4279,118.359001,Asia/Taipei
TTT,RCFN,Taitung Airport,Fengnin,Taiwan,22.7549991607666,121.10199737548828,Asia/Taipei
GNI,RCGI,Lyudao Airport,Green Island,Taiwan,22.673900604248047,121.46600341796875,Asia/Taipei
KHH,RCKH,Kaohsiung International Airport,Kaohsiung,Taiwan,22.57710075378418,120.3499984741211,Asia/Taipei
CYI,RCKU,Chiayi Airport,Chiayi,Taiwan,23.46179962158203,120.39299774169922,Asia/Taipei
KYD,RCLY,Lanyu Airport,Lanyu,Taiwan,22.027000427246094,121.53500366210938,Asia/Taipei
RMQ,RCMQ,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,24.264699935913086,120.62100219726562,Asia/Taipei
TNN,RCNN,Tainan Airport,Tainan,Taiwan,22.95039939880371,120.20600128173828,Asia/Taipei
HSZ,RCPO,Hsinchu Air Base,Hsinchu,Taiwan,24.8180007935,120.939002991,Asia/Taipei
MZG,RCQC,Makung Airport,Makung,Taiwan,23.568700790405273,119.62799835205078,Asia/Taipei
PIF,RCSQ,Pingtung North Airport,Pingtung,Taiwan,22.700199127197266,120.48200225830078,Asia/Taipei
TSA,RCSS,Taipei Songshan Airport,Taipei,Taiwan,25.069400787353516,121.552001953125,Asia/Taipei
TPE,RCTP,Taiwan Taoyuan International Airport,Taipei,Taiwan,25.0777,121.233002,Asia/Taipei
WOT,RCWA,Wang-an Airport,Wang An,Taiwan,23.367372512817383,119.50277709960938,Asia/Taipei
HUN,RCYU,Hualien Airport,Hualien,Taiwan,24.023099899291992,121.61799621582031,Asia/Taipei
NRT,RJAA,Narita International Airport,Tokyo,Japan,35.7647018433,140.386001587,Asia/Tokyo
MMJ,RJAF,Matsumoto Airport,Matsumoto,Japan,36.16680145263672,137.92300415039062,Asia/Tokyo
IBR,RJAH,Hyakuri Airport,Ibaraki,Japan,36.181098938,140.414993286,Asia/Tokyo
MUS,RJAM,Minami Torishima Airport,Minami Tori Shima,Japan,24.2896995544,153.979003906,Asia/Tokyo
IWO,RJAW,Iwo Jima Airport,Iwojima,Japan,24.784000396728516,141.322998046875,Asia/Tokyo
SHM,RJBD,Nanki Shirahama Airport,Nanki-shirahama,Japan,33.6622009277,135.363998413,Asia/Tokyo
OBO,RJCB,Tokachi-Obihiro Airport,Obihiro,Japan,42.7332992554,143.216995239,Asia/Tokyo
CTS,RJCC,New Chitose Airport,Sapporo,Japan,42.77519989013672,141.69200134277344,Asia/Tokyo
HKD,RJCH,Hakodate Airport,Hakodate,Japan,41.7700004578,140.822006226,Asia/Tokyo
MMB,RJCM,Memanbetsu Airport,Memanbetsu,Japan,43.8805999756,144.164001465,Asia/Tokyo
SHB,RJCN,Nakashibetsu Airport,Nakashibetsu,Japan,43.5774993896,144.960006714,Asia/Tokyo
WKJ,RJCW,Wakkanai Airport,Wakkanai,Japan,45.4042015076,141.800994873,Asia/Tokyo
IKI,RJDB,Iki Airport,Iki,Japan,33.7490005493,129.785003662,Asia/Tokyo
UBJ,RJDC,Yamaguchi Ube Airport,Yamaguchi,Japan,33.930000305200004,131.279006958,Asia/Tokyo
TSJ,RJDT,Tsushima Airport,Tsushima,Japan,34.2849006653,129.330993652,Asia/Tokyo
MBE,RJEB,Monbetsu Airport,Monbetsu,Japan,44.303901672399995,143.404006958,Asia/Tokyo
AKJ,RJEC,Asahikawa Airport,Asahikawa,Japan,43.670799255371094,142.44700622558594,Asia/Tokyo
OIR,RJEO,Okushiri Airport,Okushiri,Japan,42.0717010498,139.432998657,Asia/Tokyo
RIS,RJER,Rishiri Airport,Rishiri Island,Japan,45.2420005798,141.186004639,Asia/Tokyo
KUM,RJFC,Yakushima Airport,Yakushima,Japan,30.3855991364,130.658996582,Asia/Tokyo
FUJ,RJFE,Fukue Airport,Fukue,Japan,32.66630172729492,128.83299255371094,Asia/Tokyo
FUK,RJFF,Fukuoka Airport,Fukuoka,Japan,33.585899353027344,130.4510040283203,Asia/Tokyo
TNE,RJFG,New Tanegashima Airport,Tanegashima,Japan,30.605100631699997,130.990997314,Asia/Tokyo
KOJ,RJFK,Kagoshima Airport,Kagoshima,Japan,31.80340003967285,130.718994140625,Asia/Tokyo
KMI,RJFM,Miyazaki Airport,Miyazaki,Japan,31.877199173,131.449005127,Asia/Tokyo
OIT,RJFO,Oita Airport,Oita,Japan,33.479400634799994,131.736999512,Asia/Tokyo
KKJ,RJFR,Kitakyūshū Airport,Kitakyushu,Japan,33.8459014893,131.035003662,Asia/Tokyo
KMJ,RJFT,Kumamoto Airport,Kumamoto,Japan,32.83729934692383,130.85499572753906,Asia/Tokyo
NGS,RJFU,Nagasaki Airport,Nagasaki,Japan,32.916900634799994,129.914001465,Asia/Tokyo
ASJ,RJKA,Amami Airport,Amami,Japan,28.430599212646484,129.71299743652344,Asia/Tokyo
OKE,RJKB,Okierabu Airport,Okierabu,Japan,27.4255008698,128.701004028,Asia/Tokyo
TKN,RJKN,Tokunoshima Airport,Tokunoshima,Japan,27.83639907836914,128.88099670410156,Asia/Tokyo
FKJ,RJNF,Fukui Airport,Fukui,Japan,36.1427993774,136.223999023,Asia/Tokyo
QGU,RJNG,Gifu Airport,Gifu,Japan,35.394100189208984,136.8699951171875,Asia/Tokyo
KMQ,RJNK,Komatsu Airport,Kanazawa,Japan,36.39459991455078,136.40699768066406,Asia/Tokyo
OKI,RJNO,Oki Airport,Oki Island,Japan,36.18109893798828,133.3249969482422,Asia/Tokyo
TOY,RJNT,Toyama Airport,Toyama,Japan,36.64830017089844,137.18800354003906,Asia/Tokyo
HIJ,RJOA,Hiroshima Airport,Hiroshima,Japan,34.4361000061,132.919006348,Asia/Tokyo
OKJ,RJOB,Okayama Airport,Okayama,Japan,34.7569007874,133.854995728,Asia/Tokyo
IZO,RJOC,Izumo Airport,Izumo,Japan,35.4136009216,132.88999939,Asia/Tokyo
YGJ,RJOH,Miho Yonago Airport,Miho,Japan,35.4921989440918,133.23599243164062,Asia/Tokyo
KCZ,RJOK,Kōchi Ryōma Airport,Kochi,Japan,33.546101,133.669006,Asia/Tokyo
MYJ,RJOM,Matsuyama Airport,Matsuyama,Japan,33.82720184326172,132.6999969482422,Asia/Tokyo
ITM,RJOO,Osaka International Airport,Osaka,Japan,34.785499572753906,135.43800354003906,Asia/Tokyo
TTJ,RJOR,Tottori Airport,Tottori,Japan,35.5301017761,134.167007446,Asia/Tokyo
TKS,RJOS,Tokushima Airport/JMSDF Air Base,Tokushima,Japan,34.132801,134.606995,Asia/Tokyo
TAK,RJOT,Takamatsu Airport,Takamatsu,Japan,34.214199066199996,134.01600647,Asia/Tokyo
AOJ,RJSA,Aomori Airport,Aomori,Japan,40.73469924926758,140.6909942626953,Asia/Tokyo
GAJ,RJSC,Yamagata Airport,Yamagata,Japan,38.411899566699994,140.371002197,Asia/Tokyo
SDS,RJSD,Sado Airport,Sado,Japan,38.0601997375,138.414001465,Asia/Tokyo
HHE,RJSH,Hachinohe Airport,Hachinoe,Japan,40.556400299072266,141.46600341796875,Asia/Tokyo
HNA,RJSI,Hanamaki Airport,Hanamaki,Japan,39.4286003112793,141.13499450683594,Asia/Tokyo
AXT,RJSK,Akita Airport,Akita,Japan,39.6156005859375,140.218994140625,Asia/Tokyo
MSJ,RJSM,Misawa Air Base,Misawa,Japan,40.703201293899994,141.367996216,Asia/Tokyo
SDJ,RJSS,Sendai Airport,Sendai,Japan,38.1397018433,140.917007446,Asia/Tokyo
NJA,RJTA,Atsugi Naval Air Facility,Atsugi,Japan,35.4546012878418,139.4499969482422,Asia/Tokyo
HAC,RJTH,Hachijojima Airport,Hachijojima,Japan,33.1150016785,139.785995483,Asia/Tokyo
OIM,RJTO,Oshima Airport,Oshima,Japan,34.782001495399996,139.36000061,Asia/Tokyo
HND,RJTT,Tokyo Haneda International Airport,Tokyo,Japan,35.552299,139.779999,Asia/Tokyo
OKO,RJTY,Yokota Air Base,Yokota,Japan,35.74850082397461,139.34800720214844,Asia/Tokyo
KWJ,RKJJ,Gwangju Airport,Kwangju,South Korea,35.123173,126.805444,Asia/Seoul
CHN,RKJU,Jeon Ju Airport (G-703),Jhunju,South Korea,35.87808,127.119112,Asia/Seoul
RSU,RKJY,Yeosu Airport,Yeosu,South Korea,34.84230041503906,127.61699676513672,Asia/Seoul
KAG,RKNN,Gangneung Airport (K-18),Kangnung,South Korea,37.753601,128.943915,Asia/Seoul
CJU,RKPC,Jeju International Airport,Cheju,South Korea,33.51129913330078,126.49299621582031,Asia/Seoul
CHF,RKPE,Jinhae Airbase/Airport (G-813/K-10),Chinhae,South Korea,35.140248,128.696229,Asia/Seoul
PUS,RKPK,Gimhae International Airport,Busan,South Korea,35.1795005798,128.93800354,Asia/Seoul
USN,RKPU,Ulsan Airport,Ulsan,South Korea,35.59349823,129.352005005,Asia/Seoul
SSN,RKSM,Seoul Air Base (K-16),Seoul East,South Korea,37.444744,127.112718,Asia/Seoul
OSN,RKSO,Osan Air Base,Osan,South Korea,37.090599,127.029999,Asia/Seoul
GMP,RKSS,Gimpo International Airport,Seoul,South Korea,37.5583,126.791,Asia/Seoul
SWU,RKSW,Suwon Airport,Suwon,South Korea,37.23939895629883,127.00700378417969,Asia/Seoul
KPO,RKTH,Pohang Airport (G-815/K-3),Pohang,South Korea,35.987955,129.420383,Asia/Seoul
TAE,RKTN,Daegu Airport,Taegu,South Korea,35.896872,128.65531,Asia/Seoul
YEC,RKTY,Yecheon Airbase,Yechon,South Korea,36.630373,128.34971,Asia/Seoul
OKA,ROAH,Naha Airport,Okinawa,Japan,26.1958007812,127.646003723,Asia/Tokyo
DNA,RODN,Kadena Air Base,Kadena,Japan,26.3556,127.767998,Asia/Tokyo
ISG,ROIG,New Ishigaki Airport,Ishigaki,Japan,24.396389,124.245,Asia/Tokyo
UEO,ROKJ,Kumejima Airport,Kumejima,Japan,26.363500595092773,126.71399688720703,Asia/Tokyo
MMD,ROMD,Minami-Daito Airport,Minami Daito,Japan,25.8465003967,131.263000488,Asia/Tokyo
MMY,ROMY,Miyako Airport,Miyako,Japan,24.782800674399997,125.294998169,Asia/Tokyo
KTD,RORK,Kitadaito Airport,Kitadaito,Japan,25.9447002411,131.32699585,Asia/Tokyo
SHI,RORS,Shimojishima Airport,Shimojishima,Japan,24.8267002106,125.144996643,Asia/Tokyo
TRA,RORT,Tarama Airport,Tarama,Japan,24.653900146499996,124.675003052,Asia/Tokyo
RNJ,RORY,Yoron Airport,Yoron,Japan,27.0440006256,128.401992798,Asia/Tokyo
OGN,ROYN,Yonaguni Airport,Yonaguni Jima,Japan,24.466899871826172,122.97799682617188,Asia/Tokyo
MNL,RPLL,Ninoy Aquino International Airport,Manila,Philippines,14.5086,121.019997,Asia/Manila
CBO,RPMC,Awang Airport,Cotabato,Philippines,7.1652398109436035,124.20999908447266,Asia/Manila
PAG,RPMP,Pagadian Airport,Pagadian,Philippines,7.83073144787,123.461179733,Asia/Manila
GES,RPMR,General Santos International Airport,Romblon,Philippines,6.05800008774,125.096000671,Asia/Manila
ZAM,RPMZ,Zamboanga International Airport,Zamboanga,Philippines,6.922420024871826,122.05999755859375,Asia/Manila
BAG,RPUB,Loakan Airport,Baguio,Philippines,16.375099182128906,120.62000274658203,Asia/Manila
DTE,RPUD,Daet Airport,Daet,Philippines,14.129199981689453,122.9800033569336,Asia/Manila
SJI,RPUH,San Jose Airport,San Jose,Philippines,12.361499786399998,121.04699707,Asia/Manila
MBO,RPUM,Mamburao Airport,Mamburao,Philippines,13.208100318908691,120.6050033569336,Asia/Manila
BQA,RPUR,Dr.Juan C. Angara Airport,Baler,Philippines,15.729309,121.500034,Asia/Manila
TAC,RPVA,Daniel Z. Romualdez Airport,Tacloban,Philippines,11.228035,125.027761,Asia/Manila
BCD,RPVB,Bacolod-Silay Airport,Bacolod,Philippines,10.7764,123.014999,Asia/Manila
DGT,RPVD,Sibulan Airport,Dumaguete,Philippines,9.3337097168,123.300003052,Asia/Manila
MPH,RPVE,Godofredo P. Ramos Airport,Caticlan,Philippines,11.9245,121.954002,Asia/Manila
ILO,RPVI,Iloilo International Airport,Iloilo,Philippines,10.833017,122.493358,Asia/Manila
KLO,RPVK,Kalibo International Airport,Kalibo,Philippines,11.679400444,122.375999451,Asia/Manila
PPS,RPVP,Puerto Princesa Airport,Puerto Princesa,Philippines,9.742119789123535,118.75900268554688,Asia/Manila
EUQ,RPVS,Evelio Javier Airport,San Jose,Philippines,10.765999794,121.932998657,Asia/Manila
COC,SAAC,Comodoro Pierrestegui Airport,Concordia,Argentina,-31.2969,-57.9966,America/Cordoba
GHU,SAAG,Gualeguaychu Airport,Gualeguaychu,Argentina,-33.0103,-58.6131,America/Cordoba
JNI,SAAJ,Junin Airport,Junin,Argentina,-34.5459,-60.9306,America/Buenos_Aires
PRA,SAAP,General Urquiza Airport,Parana,Argentina,-31.7948,-60.4804,America/Cordoba
ROS,SAAR,Islas Malvinas Airport,Rosario,Argentina,-32.9036,-60.785,America/Cordoba
SFN,SAAV,Sauce Viejo Airport,Santa Fe,Argentina,-31.7117,-60.8117,America/Cordoba
AEP,SABE,Jorge Newbery Airpark,Buenos Aires,Argentina,-34.5592,-58.4156,America/Buenos_Aires
COR,SACO,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,-31.323601,-64.208,America/Cordoba
FDO,SADF,San Fernando Airport,San Fernando,Argentina,-34.4532,-58.5896,America/Buenos_Aires
LPG,SADL,La Plata Airport,La Plata,Argentina,-34.9722,-57.8947,America/Buenos_Aires
EPA,SADP,El Palomar Airport,El Palomar,Argentina,-34.6099,-58.6126,America/Buenos_Aires
HOS,SAHC,Chos Malal Airport,Chosmadal,Argentina,-37.444698333699996,-70.2225036621,America/Argentina/Salta
GNR,SAHR,Dr. Arturo H. Illia Airport,Fuerte Gral Roca,Argentina,-39.0007019043,-67.6204986572,America/Argentina/Salta
MDZ,SAME,El Plumerillo Airport,Mendoza,Argentina,-32.8316993713,-68.7929000854,America/Mendoza
LGS,SAMM,Comodoro D.R. Salomón Airport,Malargue,Argentina,-35.493598938,-69.5743026733,America/Mendoza
AFA,SAMR,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,-34.588299,-68.4039,America/Mendoza
CTC,SANC,Catamarca Airport,Catamarca,Argentina,-28.5956001282,-65.751701355,America/Catamarca
SDE,SANE,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,-27.765556335399996,-64.3099975586,America/Cordoba
IRJ,SANL,Capitan V A Almonacid Airport,La Rioja,Argentina,-29.3815994263,-66.7957992554,America/Argentina/La_Rioja
TUC,SANT,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,-26.8409,-65.104897,America/Argentina/Tucuman
UAQ,SANU,Domingo Faustino Sarmiento Airport,San Juan,Argentina,-31.571501,-68.418198,America/Argentina/San_Juan
RCU,SAOC,Area De Material Airport,Rio Cuarto,Argentina,-33.0850982666,-64.2612991333,America/Cordoba
VDR,SAOD,Villa Dolores Airport,Villa Dolores,Argentina,-31.9451999664,-65.1463012695,America/Cordoba
VME,SAOR,Villa Reynolds Airport,Villa Reynolds,Argentina,-33.7299003601,-65.3873977661,America/Argentina/San_Luis
LUQ,SAOU,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,-33.2732009888,-66.3563995361,America/Argentina/San_Luis
CNQ,SARC,Corrientes Airport,Corrientes,Argentina,-27.4455,-58.7619,America/Cordoba
RES,SARE,Resistencia International Airport,Resistencia,Argentina,-27.45,-59.0561,America/Cordoba
FMA,SARF,Formosa Airport,Formosa,Argentina,-26.2127,-58.2281,America/Cordoba
IGR,SARI,Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,-25.737301,-54.4734,America/Cordoba
AOL,SARL,Paso De Los Libres Airport,Paso De Los Libres,Argentina,-29.6894,-57.1521,America/Cordoba
MCS,SARM,Monte Caseros Airport,Monte Caseros,Argentina,-30.2719,-57.6402,America/Cordoba
PSS,SARP,Libertador Gral D Jose De San Martin Airport,Posadas,Argentina,-27.3858,-55.9707,America/Cordoba
PRQ,SARS,Termal Airport,Presidencia R.s.pena,Argentina,-26.753611,-60.492222,America/Cordoba
SLA,SASA,Martin Miguel De Guemes International Airport,Salta,Argentina,-24.856000900299996,-65.4861984253,America/Argentina/Salta
JUJ,SASJ,Gobernador Horacio Guzman International Airport,Jujuy,Argentina,-24.392799,-65.097801,America/Jujuy
ORA,SASO,Orán Airport,Oran,Argentina,-23.1527996063,-64.3292007446,America/Argentina/Salta
ELO,SATD,El Dorado Airport,El Dorado,Argentina,-26.3974990845,-54.5746994019,America/Cordoba
OYA,SATG,Goya Airport,Goya,Argentina,-29.1058,-59.2189,America/Cordoba
RCQ,SATR,Reconquista Airport,Reconquista,Argentina,-29.2103,-59.68,America/Cordoba
UZU,SATU,Curuzu Cuatia Airport,Curuzu Cuatia,Argentina,-29.7706,-57.9789,America/Cordoba
EHL,SAVB,El Bolson Airport,El Bolson,Argentina,-41.9431991577,-71.5323028564,America/Argentina/Salta
CRD,SAVC,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,-45.7853,-67.4655,America/Catamarca
EQS,SAVE,Brigadier Antonio Parodi Airport,Esquel,Argentina,-42.908000946,-71.139503479,America/Catamarca
REL,SAVT,Almirante Marco Andres Zar Airport,Trelew,Argentina,-43.2105,-65.2703,America/Catamarca
VDM,SAVV,Gobernador Castello Airport,Viedma,Argentina,-40.8692,-63.0004,America/Argentina/Salta
PMY,SAVY,El Tehuelche Airport,Puerto Madryn,Argentina,-42.7592,-65.1027,America/Catamarca
PUD,SAWD,Puerto Deseado Airport,Puerto Deseado,Argentina,-47.7353,-65.9041,America/Argentina/Rio_Gallegos
RGA,SAWE,Hermes Quijada International Airport,Rio Grande,Argentina,-53.7777,-67.7494,America/Argentina/Ushuaia
RGL,SAWG,Piloto Civil N. Fernández Airport,Rio Gallegos,Argentina,-51.6089,-69.3126,America/Argentina/Rio_Gallegos
USH,SAWH,Malvinas Argentinas Airport,Ushuaia,Argentina,-54.8433,-68.2958,America/Argentina/Ushuaia
ULA,SAWJ,Capitan D Daniel Vazquez Airport,San Julian,Argentina,-49.3068,-67.8026,America/Argentina/Rio_Gallegos
PMQ,SAWP,Perito Moreno Airport,Perito Moreno,Argentina,-46.537899,-70.978699,America/Argentina/Rio_Gallegos
RZA,SAWU,Santa Cruz Airport,Santa Cruz,Argentina,-50.0165,-68.5792,America/Argentina/Rio_Gallegos
BHI,SAZB,Comandante Espora Airport,Bahia Blanca,Argentina,-38.725,-62.1693,America/Buenos_Aires
CSZ,SAZC,Brigadier D.H.E. Ruiz Airport,Colonel Suarez,Argentina,-37.446098,-61.889301,America/Buenos_Aires
OVR,SAZF,Olavarria Airport,Olavarria,Argentina,-36.8899993896,-60.216598510699995,America/Buenos_Aires
GPO,SAZG,General Pico Airport,General Pico,Argentina,-35.6962013245,-63.7583007812,America/Argentina/Salta
OYO,SAZH,Tres Arroyos Airport,Tres Arroyos,Argentina,-38.3869,-60.3297,America/Buenos_Aires
MDQ,SAZM,Ástor Piazzola International Airport,Mar Del Plata,Argentina,-37.9342,-57.5733,America/Buenos_Aires
NQN,SAZN,Presidente Peron Airport,Neuquen,Argentina,-38.949001,-68.155701,America/Argentina/Salta
PEH,SAZP,Comodoro Pedro Zanni Airport,Pehuajo,Argentina,-35.8446,-61.8576,America/Buenos_Aires
RSA,SAZR,Santa Rosa Airport,Santa Rosa,Argentina,-36.588299,-64.275703,America/Argentina/Salta
